timestamp,trial,api_type,endpoint,latency_ms,size_bytes,status_code
2026-06-26T00:56:59.605881Z,4,GraphQL,commits,129.8,5465,200
2026-06-26T00:57:01.205881Z,15,REST,repo,135.36,6517,200
2026-06-26T00:57:02.805881Z,29,REST,repo,114.42,6536,200
2026-06-26T00:57:04.405881Z,4,REST,repo,124.17,6595,200
2026-06-26T00:57:06.005881Z,13,REST,repo,159.33,6521,200
2026-06-26T00:57:07.605881Z,2,REST,pulls,176.46,117440,200
2026-06-26T00:57:09.205881Z,1,REST,repo,149.2,6234,200
2026-06-26T00:57:10.805881Z,24,GraphQL,issues,484.02,2818,200
2026-06-26T00:57:12.405881Z,12,GraphQL,commits,129.15,5415,200
2026-06-26T00:57:14.005881Z,3,GraphQL,pulls,197.62,3032,200
2026-06-26T00:57:15.605881Z,6,REST,issues,153.43,96583,200
2026-06-26T00:57:17.205881Z,12,GraphQL,issues,746.93,2908,200
2026-06-26T00:57:18.805881Z,5,REST,repo,484.06,6244,200
2026-06-26T00:57:20.405881Z,5,GraphQL,commits,186.06,5571,200
2026-06-26T00:57:22.005881Z,3,REST,pulls,153.99,116461,200
2026-06-26T00:57:23.605881Z,16,REST,commits,741.64,124533,200
2026-06-26T00:57:25.205881Z,29,REST,pulls,193.38,117975,200
2026-06-26T00:57:26.805881Z,15,REST,pulls,194.12,117551,200
2026-06-26T00:57:28.405881Z,17,GraphQL,pulls,161.79,2938,200
2026-06-26T00:57:30.005881Z,15,GraphQL,commits,194.47,5447,200
2026-06-26T00:57:31.605881Z,10,REST,commits,106.77,123359,200
2026-06-26T00:57:33.205881Z,3,REST,repo,96.33,6552,200
2026-06-26T00:57:34.805881Z,25,REST,repo,92.65,6610,200
2026-06-26T00:57:36.405881Z,29,REST,commits,211.28,124801,200
2026-06-26T00:57:38.005881Z,8,GraphQL,issues,154.77,2863,200
2026-06-26T00:57:39.605881Z,17,GraphQL,commits,84.01,5416,200
2026-06-26T00:57:41.205881Z,26,REST,pulls,220.33,118591,200
2026-06-26T00:57:42.805881Z,17,GraphQL,issues,158.53,2950,200
2026-06-26T00:57:44.405881Z,2,GraphQL,repo,130.84,319,200
2026-06-26T00:57:46.005881Z,5,GraphQL,issues,116.01,2843,200
2026-06-26T00:57:47.605881Z,11,REST,pulls,202.25,116545,200
2026-06-26T00:57:49.205881Z,12,GraphQL,pulls,176.76,2954,200
2026-06-26T00:57:50.805881Z,3,REST,commits,234.74,125745,200
2026-06-26T00:57:52.405881Z,19,GraphQL,pulls,834.45,2982,200
2026-06-26T00:57:54.005881Z,27,REST,commits,191.99,124385,200
2026-06-26T00:57:55.605881Z,24,GraphQL,pulls,199.66,2942,200
2026-06-26T00:57:57.205881Z,3,GraphQL,commits,160.21,5277,200
2026-06-26T00:57:58.805881Z,21,REST,commits,182.87,125054,200
2026-06-26T00:58:00.405881Z,10,REST,issues,179.47,96264,200
2026-06-26T00:58:02.005881Z,6,GraphQL,pulls,134.82,2987,200
2026-06-26T00:58:03.605881Z,27,GraphQL,pulls,155.3,3033,200
2026-06-26T00:58:05.205881Z,29,GraphQL,pulls,162.09,3058,200
2026-06-26T00:58:06.805881Z,12,REST,issues,736.3,96623,200
2026-06-26T00:58:08.405881Z,1,GraphQL,issues,146.11,2842,200
2026-06-26T00:58:10.005881Z,21,GraphQL,issues,206.48,2946,200
2026-06-26T00:58:11.605881Z,11,REST,commits,188.47,125501,200
2026-06-26T00:58:13.205881Z,9,GraphQL,commits,181.06,5341,200
2026-06-26T00:58:14.805881Z,4,GraphQL,pulls,149.6,3029,200
2026-06-26T00:58:16.405881Z,14,GraphQL,repo,116.1,315,200
2026-06-26T00:58:18.005881Z,5,REST,commits,200.08,122619,200
2026-06-26T00:58:19.605881Z,28,REST,pulls,184.99,119054,200
2026-06-26T00:58:21.205881Z,19,GraphQL,repo,201.86,318,200
2026-06-26T00:58:22.805881Z,15,GraphQL,issues,703.3,2824,200
2026-06-26T00:58:24.405881Z,21,REST,issues,146.08,96523,200
2026-06-26T00:58:26.005881Z,11,GraphQL,commits,116.11,5380,200
2026-06-26T00:58:27.605881Z,16,REST,pulls,163.78,118161,200
2026-06-26T00:58:29.205881Z,27,GraphQL,issues,122.68,2942,200
2026-06-26T00:58:30.805881Z,28,GraphQL,commits,485.3,5421,200
2026-06-26T00:58:32.405881Z,24,REST,commits,665.56,123947,200
2026-06-26T00:58:34.005881Z,30,REST,commits,170.49,124514,200
2026-06-26T00:58:35.605881Z,21,GraphQL,pulls,144.56,2949,200
2026-06-26T00:58:37.205881Z,29,GraphQL,repo,177.04,311,200
2026-06-26T00:58:38.805881Z,18,GraphQL,issues,117.64,2816,200
2026-06-26T00:58:40.405881Z,25,REST,issues,203.21,95379,200
2026-06-26T00:58:42.005881Z,12,REST,pulls,127.05,118494,200
2026-06-26T00:58:43.605881Z,7,REST,issues,167.9,96192,200
2026-06-26T00:58:45.205881Z,2,GraphQL,commits,200.1,5378,200
2026-06-26T00:58:46.805881Z,5,GraphQL,repo,156.64,315,200
2026-06-26T00:58:48.405881Z,22,GraphQL,commits,197.73,5631,200
2026-06-26T00:58:50.005881Z,28,GraphQL,repo,126.15,306,200
2026-06-26T00:58:51.605881Z,18,GraphQL,pulls,167.16,2942,200
2026-06-26T00:58:53.205881Z,19,REST,issues,145.87,96381,200
2026-06-26T00:58:54.805881Z,28,REST,commits,205.07,124560,200
2026-06-26T00:58:56.405881Z,20,REST,commits,252.2,124818,200
2026-06-26T00:58:58.005881Z,10,GraphQL,commits,134.63,5229,200
2026-06-26T00:58:59.605881Z,1,GraphQL,commits,124.47,5501,200
2026-06-26T00:59:01.205881Z,4,GraphQL,repo,199.49,314,200
2026-06-26T00:59:02.805881Z,26,GraphQL,pulls,154.46,2997,200
2026-06-26T00:59:04.405881Z,21,REST,pulls,135.12,119620,200
2026-06-26T00:59:06.005881Z,17,GraphQL,repo,110.86,318,200
2026-06-26T00:59:07.605881Z,30,REST,repo,123.94,6420,200
2026-06-26T00:59:09.205881Z,23,GraphQL,repo,118.72,309,200
2026-06-26T00:59:10.805881Z,6,REST,pulls,156.32,119476,200
2026-06-26T00:59:12.405881Z,27,REST,pulls,251.3,117855,200
2026-06-26T00:59:14.005881Z,21,REST,repo,106.05,6376,200
2026-06-26T00:59:15.605881Z,30,REST,issues,209.96,95309,200
2026-06-26T00:59:17.205881Z,26,GraphQL,issues,203.87,2932,200
2026-06-26T00:59:18.805881Z,29,GraphQL,commits,161.42,5446,200
2026-06-26T00:59:20.405881Z,18,REST,repo,118.99,6203,200
2026-06-26T00:59:22.005881Z,7,GraphQL,repo,152.71,314,200
2026-06-26T00:59:23.605881Z,24,REST,repo,150.47,6579,200
2026-06-26T00:59:25.205881Z,9,GraphQL,repo,143.54,310,200
2026-06-26T00:59:26.805881Z,22,GraphQL,repo,148.89,309,200
2026-06-26T00:59:28.405881Z,22,REST,issues,181.07,96036,200
2026-06-26T00:59:30.005881Z,25,GraphQL,repo,167.39,305,200
2026-06-26T00:59:31.605881Z,27,GraphQL,commits,158.38,5330,200
2026-06-26T00:59:33.205881Z,1,REST,pulls,204.3,117281,200
2026-06-26T00:59:34.805881Z,29,REST,issues,239.52,96517,200
2026-06-26T00:59:36.405881Z,24,GraphQL,commits,138.44,5256,200
2026-06-26T00:59:38.005881Z,7,GraphQL,commits,167.18,5347,200
2026-06-26T00:59:39.605881Z,13,GraphQL,issues,110.83,2910,200
2026-06-26T00:59:41.205881Z,21,GraphQL,commits,127.21,5519,200
2026-06-26T00:59:42.805881Z,16,GraphQL,pulls,169.79,2914,200
2026-06-26T00:59:44.405881Z,13,GraphQL,repo,149.7,316,200
2026-06-26T00:59:46.005881Z,9,GraphQL,pulls,108.96,2988,200
2026-06-26T00:59:47.605881Z,25,GraphQL,pulls,161.37,2861,200
2026-06-26T00:59:49.205881Z,16,GraphQL,issues,163.99,2948,200
2026-06-26T00:59:50.805881Z,1,REST,commits,155.36,122989,200
2026-06-26T00:59:52.405881Z,14,REST,repo,135.68,6692,200
2026-06-26T00:59:54.005881Z,20,REST,pulls,182.17,118077,200
2026-06-26T00:59:55.605881Z,30,GraphQL,repo,123.26,304,200
2026-06-26T00:59:57.205881Z,8,GraphQL,repo,175.53,311,200
2026-06-26T00:59:58.805881Z,19,REST,commits,231.05,123035,200
2026-06-26T01:00:00.405881Z,10,GraphQL,issues,768.22,2742,200
2026-06-26T01:00:02.005881Z,8,GraphQL,commits,187.46,5354,200
2026-06-26T01:00:03.605881Z,14,REST,issues,160.78,94697,200
2026-06-26T01:00:05.205881Z,15,REST,commits,188.9,124496,200
2026-06-26T01:00:06.805881Z,17,REST,commits,199.24,123346,200
2026-06-26T01:00:08.405881Z,7,REST,pulls,210.2,119452,200
2026-06-26T01:00:10.005881Z,25,REST,pulls,156.82,118758,200
2026-06-26T01:00:11.605881Z,4,REST,pulls,175.03,117828,200
2026-06-26T01:00:13.205881Z,22,REST,commits,209.63,124355,200
2026-06-26T01:00:14.805881Z,25,GraphQL,commits,198.66,5374,200
2026-06-26T01:00:16.405881Z,23,REST,pulls,229.36,119673,200
2026-06-26T01:00:18.005881Z,19,GraphQL,commits,202.28,5456,200
2026-06-26T01:00:19.605881Z,7,REST,commits,186.46,124029,200
2026-06-26T01:00:21.205881Z,18,REST,pulls,203.47,119276,200
2026-06-26T01:00:22.805881Z,23,GraphQL,commits,195.53,5430,200
2026-06-26T01:00:24.405881Z,5,REST,issues,135.06,96984,200
2026-06-26T01:00:26.005881Z,16,REST,repo,126.92,6429,200
2026-06-26T01:00:27.605881Z,11,REST,issues,210.91,95577,200
2026-06-26T01:00:29.205881Z,12,REST,commits,165.67,124319,200
2026-06-26T01:00:30.805881Z,27,REST,issues,143.24,95829,200
2026-06-26T01:00:32.405881Z,12,GraphQL,repo,151.12,308,200
2026-06-26T01:00:34.005881Z,13,GraphQL,commits,153.3,5355,200
2026-06-26T01:00:35.605881Z,4,REST,issues,188.5,95991,200
2026-06-26T01:00:37.205881Z,2,REST,commits,185.13,122813,200
2026-06-26T01:00:38.805881Z,26,GraphQL,repo,176.39,312,200
2026-06-26T01:00:40.405881Z,13,REST,pulls,206.97,117195,200
2026-06-26T01:00:42.005881Z,18,REST,issues,114.66,96322,200
2026-06-26T01:00:43.605881Z,23,REST,repo,138.19,6378,200
2026-06-26T01:00:45.205881Z,8,REST,commits,203.02,124845,200
2026-06-26T01:00:46.805881Z,2,GraphQL,issues,676.35,2874,200
2026-06-26T01:00:48.405881Z,9,REST,issues,185.6,96017,200
2026-06-26T01:00:50.005881Z,7,GraphQL,issues,188.76,2896,200
2026-06-26T01:00:51.605881Z,10,REST,pulls,140.62,117602,200
2026-06-26T01:00:53.205881Z,30,GraphQL,issues,134.0,2844,200
2026-06-26T01:00:54.805881Z,10,REST,repo,537.86,6587,200
2026-06-26T01:00:56.405881Z,8,REST,repo,123.06,6500,200
2026-06-26T01:00:58.005881Z,21,GraphQL,repo,118.9,318,200
2026-06-26T01:00:59.605881Z,18,REST,commits,199.72,124103,200
2026-06-26T01:01:01.205881Z,5,REST,pulls,206.39,118217,200
2026-06-26T01:01:02.805881Z,30,GraphQL,pulls,162.45,2968,200
2026-06-26T01:01:04.405881Z,3,GraphQL,repo,149.18,315,200
2026-06-26T01:01:06.005881Z,14,REST,commits,174.06,124192,200
2026-06-26T01:01:07.605881Z,24,REST,pulls,794.09,118673,200
2026-06-26T01:01:09.205881Z,7,GraphQL,pulls,144.9,3045,200
2026-06-26T01:01:10.805881Z,23,REST,issues,162.2,95683,200
2026-06-26T01:01:12.405881Z,22,REST,repo,133.62,6209,200
2026-06-26T01:01:14.005881Z,17,REST,repo,161.78,6430,200
2026-06-26T01:01:15.605881Z,30,GraphQL,commits,134.01,5521,200
2026-06-26T01:01:17.205881Z,26,GraphQL,commits,174.86,5456,200
2026-06-26T01:01:18.805881Z,11,REST,repo,153.97,6593,200
2026-06-26T01:01:20.405881Z,7,REST,repo,101.62,6198,200
2026-06-26T01:01:22.005881Z,2,REST,issues,183.04,96710,200
2026-06-26T01:01:23.605881Z,16,GraphQL,commits,153.97,5424,200
2026-06-26T01:01:25.205881Z,13,REST,issues,213.42,96593,200
2026-06-26T01:01:26.805881Z,16,REST,issues,181.2,96342,200
2026-06-26T01:01:28.405881Z,23,GraphQL,pulls,124.91,2961,200
2026-06-26T01:01:30.005881Z,3,GraphQL,issues,187.25,2983,200
2026-06-26T01:01:31.605881Z,18,GraphQL,commits,143.66,5388,200
2026-06-26T01:01:33.205881Z,8,REST,issues,162.81,96342,200
2026-06-26T01:01:34.805881Z,1,REST,issues,134.24,96122,200
2026-06-26T01:01:36.405881Z,15,GraphQL,repo,171.95,312,200
2026-06-26T01:01:38.005881Z,6,GraphQL,issues,91.44,2943,200
2026-06-26T01:01:39.605881Z,20,REST,issues,196.36,97285,200
2026-06-26T01:01:41.205881Z,13,GraphQL,pulls,143.97,2951,200
2026-06-26T01:01:42.805881Z,6,GraphQL,commits,163.43,5414,200
2026-06-26T01:01:44.405881Z,29,GraphQL,issues,156.13,2832,200
2026-06-26T01:01:46.005881Z,8,REST,pulls,202.46,115586,200
2026-06-26T01:01:47.605881Z,13,REST,commits,217.94,125539,200
2026-06-26T01:01:49.205881Z,17,REST,issues,208.45,96421,200
2026-06-26T01:01:50.805881Z,25,GraphQL,issues,643.17,2912,200
2026-06-26T01:01:52.405881Z,22,GraphQL,pulls,175.38,2988,200
2026-06-26T01:01:54.005881Z,28,REST,issues,178.52,95866,200
2026-06-26T02:05:35.573165Z,8,GraphQL,repo,842.08,249,200
2026-06-26T02:05:37.922883Z,2,GraphQL,issues,819.65,5022,200
2026-06-26T02:05:40.244817Z,13,GraphQL,commits,978.01,33199,200
2026-06-26T02:05:42.725221Z,26,REST,commits,873.56,126535,200
2026-06-26T02:05:45.100762Z,6,GraphQL,repo,762.29,249,200
2026-06-26T02:05:47.364994Z,22,REST,pulls,1446.29,529050,200
2026-06-26T02:05:50.313225Z,3,REST,commits,868.19,126535,200
2026-06-26T02:08:15.445371Z,1,GraphQL,issues,838.33,5022,200
2026-06-26T02:08:17.786616Z,12,GraphQL,repo,1319.29,249,200
2026-06-26T02:08:20.607859Z,5,REST,commits,826.65,126535,200
2026-06-26T02:08:22.936189Z,13,GraphQL,pulls,676.01,4438,200
2026-06-26T02:08:25.114307Z,7,GraphQL,issues,868.23,5022,200
2026-06-26T02:08:27.531827Z,28,GraphQL,issues,685.7,5022,200
2026-06-26T02:08:29.743875Z,18,REST,commits,675.98,126535,200
2026-06-26T02:08:31.921654Z,15,GraphQL,repo,568.92,249,200
2026-06-26T02:08:33.993496Z,9,REST,commits,669.0,126535,200
2026-06-26T02:08:36.164628Z,2,REST,pulls,886.24,529050,200
2026-06-26T02:08:38.553075Z,3,GraphQL,commits,925.14,33199,200
2026-06-26T02:08:40.980470Z,11,REST,issues,788.17,134095,200
2026-06-26T02:08:43.270730Z,28,REST,commits,642.67,126535,200
2026-06-26T02:08:45.415511Z,21,GraphQL,issues,668.66,5022,200
2026-06-26T02:08:47.586279Z,5,REST,pulls,906.08,529050,200
2026-06-26T02:08:49.995663Z,23,GraphQL,commits,724.21,33199,200
2026-06-26T02:08:52.221726Z,24,REST,repo,633.97,7075,200
2026-06-26T02:08:54.357474Z,21,GraphQL,pulls,624.28,4438,200
2026-06-26T02:08:56.483611Z,16,GraphQL,commits,722.32,33199,200
2026-06-26T02:08:58.707991Z,24,REST,pulls,973.17,529050,200
2026-06-26T02:09:01.183364Z,17,REST,issues,1200.98,134095,200
2026-06-26T02:09:03.886535Z,8,GraphQL,commits,706.92,33199,200
2026-06-26T02:09:06.095512Z,12,GraphQL,commits,746.25,33199,200
2026-06-26T02:09:08.344292Z,1,GraphQL,commits,634.97,33199,200
2026-06-26T02:09:10.481321Z,3,REST,commits,706.6,126535,200
2026-06-26T02:09:12.690188Z,28,REST,repo,668.96,7075,200
2026-06-26T02:09:14.860911Z,27,GraphQL,commits,635.17,33199,200
2026-06-26T02:09:16.998405Z,11,REST,commits,726.19,126535,200
2026-06-26T02:09:19.226426Z,28,REST,pulls,1071.51,529050,200
2026-06-26T02:09:21.800198Z,15,GraphQL,pulls,668.37,4438,200
2026-06-26T02:09:23.971894Z,30,GraphQL,issues,618.41,5022,200
2026-06-26T02:09:26.092441Z,20,GraphQL,issues,704.38,5022,200
2026-06-26T02:09:28.298844Z,25,GraphQL,pulls,694.79,4438,200
2026-06-26T02:09:30.495729Z,6,REST,issues,856.38,134095,200
2026-06-26T02:09:32.854070Z,28,GraphQL,pulls,810.6,4438,200
2026-06-26T02:09:35.167203Z,21,GraphQL,commits,673.74,33199,200
2026-06-26T02:09:37.343941Z,4,GraphQL,repo,645.51,249,200
2026-06-26T02:09:39.491203Z,23,GraphQL,pulls,797.43,4438,200
2026-06-26T02:09:41.790627Z,23,REST,pulls,950.96,529050,200
2026-06-26T02:09:44.243628Z,6,REST,commits,633.76,126535,200
2026-06-26T02:09:46.379712Z,15,GraphQL,issues,704.11,5022,200
2026-06-26T02:09:48.587303Z,4,REST,issues,801.86,134095,200
2026-06-26T02:09:50.891358Z,14,REST,pulls,1131.58,529050,200
2026-06-26T02:09:53.524992Z,7,GraphQL,repo,578.76,249,200
2026-06-26T02:09:55.605780Z,29,REST,repo,712.35,7075,200
2026-06-26T02:09:57.819993Z,13,REST,issues,856.77,134095,200
2026-06-26T02:10:00.178953Z,29,GraphQL,issues,646.48,5022,200
2026-06-26T02:10:02.327689Z,25,GraphQL,commits,790.75,33199,200
2026-06-26T02:10:04.621157Z,16,GraphQL,pulls,653.21,4438,200
2026-06-26T02:10:06.776357Z,21,REST,commits,653.32,126535,200
2026-06-26T02:10:08.933103Z,21,REST,issues,809.82,134095,200
2026-06-26T02:10:11.244906Z,17,GraphQL,pulls,795.39,4438,200
2026-06-26T02:10:13.542590Z,30,REST,pulls,1048.39,529050,200
2026-06-26T02:10:16.093244Z,7,GraphQL,commits,673.27,33199,200
2026-06-26T02:10:18.269177Z,25,REST,pulls,963.54,529050,200
2026-06-26T02:10:20.734359Z,26,GraphQL,commits,650.83,33199,200
2026-06-26T02:10:22.887494Z,11,GraphQL,issues,606.27,5022,200
2026-06-26T02:10:24.995878Z,15,REST,repo,589.41,7075,200
2026-06-26T02:10:27.087638Z,27,REST,commits,644.62,126535,200
2026-06-26T02:10:29.234375Z,19,REST,pulls,954.19,529050,200
2026-06-26T02:10:31.690536Z,26,REST,commits,647.74,126535,200
2026-06-26T02:10:33.840564Z,9,GraphQL,repo,837.0,249,200
2026-06-26T02:10:36.179281Z,29,GraphQL,repo,564.55,249,200
2026-06-26T02:10:38.245596Z,8,GraphQL,repo,572.2,249,200
2026-06-26T02:10:40.321319Z,7,REST,repo,681.72,7075,200
2026-06-26T02:10:42.504771Z,1,REST,issues,762.33,134095,200
2026-06-26T02:10:44.769367Z,13,GraphQL,issues,662.73,5022,200
2026-06-26T02:10:46.934101Z,17,REST,commits,664.39,126535,200
2026-06-26T02:10:49.100280Z,11,GraphQL,commits,798.11,33199,200
2026-06-26T02:10:51.420537Z,4,GraphQL,commits,700.31,33199,200
2026-06-26T02:10:53.623021Z,13,GraphQL,commits,747.71,33199,200
2026-06-26T02:10:55.873501Z,1,GraphQL,pulls,712.58,4438,200
2026-06-26T02:10:58.089642Z,18,GraphQL,commits,700.27,33199,200
2026-06-26T02:11:00.292898Z,16,REST,issues,834.09,134095,200
2026-06-26T02:11:02.629222Z,1,REST,pulls,923.92,529050,200
2026-06-26T02:11:05.055562Z,10,GraphQL,commits,2812.49,33199,200
2026-06-26T02:11:09.379898Z,21,REST,repo,888.4,7075,200
2026-06-26T02:11:11.770012Z,26,REST,issues,852.58,134095,200
2026-06-26T02:11:14.124567Z,2,REST,repo,652.99,7075,200
2026-06-26T02:11:16.279595Z,5,GraphQL,issues,723.04,5022,200
2026-06-26T02:11:18.505973Z,8,GraphQL,issues,726.0,5022,200
2026-06-26T02:11:20.733744Z,15,REST,issues,871.87,134095,200
2026-06-26T02:11:23.107805Z,3,REST,issues,809.71,134095,200
2026-06-26T02:11:25.419777Z,6,GraphQL,pulls,646.0,4438,200
2026-06-26T02:11:27.567570Z,19,REST,commits,759.6,126535,200
2026-06-26T02:11:29.828876Z,5,REST,repo,637.39,7075,200
2026-06-26T02:11:31.968202Z,25,GraphQL,issues,709.1,5022,200
2026-06-26T02:11:34.179498Z,27,GraphQL,repo,515.55,249,200
2026-06-26T02:11:36.198339Z,4,REST,pulls,982.13,529050,200
2026-06-26T02:11:38.682483Z,25,REST,commits,679.17,126535,200
2026-06-26T02:11:40.863742Z,7,REST,pulls,915.0,529050,200
2026-06-26T02:11:43.280669Z,20,REST,issues,786.87,134095,200
2026-06-26T02:11:45.569428Z,10,REST,issues,839.4,134095,200
2026-06-26T02:11:47.910990Z,30,GraphQL,commits,737.61,33199,200
2026-06-26T02:11:50.150892Z,12,REST,commits,718.86,126535,200
2026-06-26T02:11:52.371787Z,20,GraphQL,commits,684.67,33199,200
2026-06-26T02:11:54.558445Z,22,REST,repo,632.11,7075,200
2026-06-26T02:11:56.693772Z,29,REST,commits,634.08,126535,200
2026-06-26T02:11:58.829929Z,13,REST,pulls,1077.84,529050,200
2026-06-26T02:12:01.409903Z,14,GraphQL,repo,740.32,249,200
2026-06-26T02:12:03.651869Z,16,REST,commits,985.6,126535,200
2026-06-26T02:12:06.139472Z,6,GraphQL,commits,646.39,33199,200
2026-06-26T02:12:08.287979Z,13,REST,commits,624.46,126535,200
2026-06-26T02:12:10.414178Z,26,REST,pulls,1170.87,529050,200
2026-06-26T02:12:13.087637Z,16,REST,repo,750.64,7075,200
2026-06-26T02:12:15.340437Z,24,REST,commits,688.39,126535,200
2026-06-26T02:12:17.531782Z,22,REST,commits,759.82,126535,200
2026-06-26T02:12:19.794531Z,3,GraphQL,repo,641.71,249,200
2026-06-26T02:12:21.938115Z,4,GraphQL,issues,684.59,5022,200
2026-06-26T02:12:24.124628Z,16,REST,pulls,875.06,529050,200
2026-06-26T02:12:26.501622Z,28,REST,issues,873.8,134095,200
2026-06-26T02:12:28.877705Z,16,GraphQL,issues,652.66,5022,200
2026-06-26T02:12:31.032477Z,25,REST,issues,847.76,134095,200
2026-06-26T02:12:33.382166Z,12,GraphQL,pulls,617.06,4438,200
2026-06-26T02:12:35.501315Z,29,GraphQL,commits,663.57,33199,200
2026-06-26T02:12:37.666967Z,27,REST,repo,628.15,7075,200
2026-06-26T02:12:39.796640Z,13,REST,repo,785.46,7075,200
2026-06-26T02:12:42.083872Z,6,GraphQL,repo,676.17,249,200
2026-06-26T02:12:44.261983Z,4,REST,commits,783.87,126535,200
2026-06-26T02:12:46.547908Z,9,GraphQL,pulls,727.52,4438,200
2026-06-26T02:12:48.777432Z,20,REST,pulls,871.27,529050,200
2026-06-26T02:12:51.150671Z,18,GraphQL,issues,700.21,5022,200
2026-06-26T02:12:53.352771Z,25,REST,repo,626.54,7075,200
2026-06-26T02:12:55.482705Z,23,REST,repo,640.23,7075,200
2026-06-26T02:12:57.625187Z,19,GraphQL,pulls,631.0,4438,200
2026-06-26T02:12:59.758473Z,12,REST,pulls,1307.92,529050,200
2026-06-26T02:13:02.568474Z,8,REST,issues,841.68,134095,200
2026-06-26T02:13:04.912313Z,7,REST,issues,789.04,134095,200
2026-06-26T02:13:07.203085Z,14,GraphQL,pulls,782.52,4438,200
2026-06-26T02:13:09.487944Z,14,GraphQL,issues,701.95,5022,200
2026-06-26T02:13:11.692790Z,30,REST,issues,819.54,134095,200
2026-06-26T02:13:14.014110Z,23,REST,commits,658.43,126535,200
2026-06-26T02:13:16.174495Z,23,REST,issues,863.35,134095,200
